autor_id,ime,prezime,godina_rodjenja,drzava
562,Sofi,Kinsella,1969,Ujedinjeno Kraljevstvo
563,Elena,Usačeva,1949,Sjedinjene Američke Države
564,Enn,Herris,1952,Rusija
565,Emma,Korica,1962,Sjedinjene Američke Države
566,Julija,Matrosova,1957,Sjedinjene Američke Države
567,Anatolij,Saričev,1957,Rusija
568,Tori,Ozols,1967,Rusija
569,Boris,Cehanovič,1990,Srbija
570,Dejv,Tompson,1986,Sjedinjene Američke Države
571,Anabel,Li,1986,Rusija
572,Anastasija,Kit,1978,Francuska
573,Anton,Krotov,1977,Rusija
574,Natalja,Kornilova,1946,Francuska
575,Dmitrij,Smekalin,1979,Sjedinjene Američke Države
576,Aleksandr,Gorodnickij,1933,Rusija
577,Viktor,Poliščuk,1967,Sjedinjene Američke Države
578,Natalja,Aleksandrova,1951,Ujedinjeno Kraljevstvo
579,Sergej,Alekseev,1910,Japan
580,Aljona,Krilova,1962,Rusija
581,Prosper,Merime,1803,Francuska
582,Genrik,Senkevič,1846,Poljska
583,Ljudmila,Morozova,1984,Ujedinjeno Kraljevstvo
584,Dmitrij,Hohlov,1999,Belorusija
585,Aleksandr,Pankov,1967,Sjedinjene Američke Države
586,Enid,Blajton,1897,Ujedinjeno Kraljevstvo
587,Elena,Arseneva,1850,Rusija
588,Danila,Belousov,1986,Rusija
589,Lija,Geraskina,1910,Rusija
590,Stefan,Cvejg,1881,Austrija
591,Igor,Petrov,1983,Rusija
592,Aleksandr,Androsenko,1964,Nemačka
593,Enn,Stjuart,1944,Rusija
594,Margarita,Svetlova,1980,Poljska
595,Marina,Anderson,1960,Sjedinjene Američke Države
596,Marija,Nekrasova,1899,Savez Sovjetskih Socijalističkih Republika
597,Džejms,Rollins,1961,Sjedinjene Američke Države
598,Grant,Blekvud,1986,Rusija
599,Aleksandr,Mihajlovskij,1969,Sjedinjene Američke Države
600,Julija,Markova,1961,Poljska
601,Igor,Kasilov,1958,Rusija
602,Aleksej,Ardašev,1980,Sjedinjene Američke Države
603,Simona,Vilar,1965,Ukrajina
604,Svetlana,Talan,1962,Poljska
605,Natalja,Kostina,1991,Belorusija
606,Galina,Matveeva,1975,Srbija
607,Tanja,Vink,1990,Francuska
608,Marina,Raevskaja,1962,Rusija
609,Elena,Pečornaja,1980,Rusija
610,Lilja,Podgajskaja,1985,Rusija
611,Ivan,Turgenev,1818,Ruska Imperija
612,Anna,Mališeva,1958,Rusija
613,Žoze,Saramago,1922,Portugalija
614,Viktorija,Koroljova,1963,Poljska
615,Mirzakarim,Norbekov,1976,Sjedinjene Američke Države
616,Gennadij,Volkov,1979,Rusija
617,Lajmen Frenk,Baum,1856,Sjedinjene Američke Države
618,Igor,Negatin,1960,Rusija
619,Aleksandr,Peškov,1962,Rusija
620,Šantel,Šou,1984,Sjedinjene Američke Države
621,Tamara,Rajs,1993,Rusija
622,Sergej,Mihajlov,1963,Sjedinjene Američke Države
623,Aleksandr,Tihonov,1991,Rusija
624,Andrej,Anisimov,1972,Rusija
625,Tatjana,Vasileva,1947,Rusija
626,Maksim,Buzin,1993,Rusija
627,Evgenija,Gorskaja,1960,Rusija
628,Vasilij,Rešetnikov,1950,Savez Sovjetskih Socijalističkih Republika
629,Julija,Rjabinina,1979,Sjedinjene Američke Države
630,Natalija,Mstitelnaja,1970,Ujedinjeno Kraljevstvo
631,Vadim,Denisov,1972,Rusija
632,S.,Vitickij,1943,Sjedinjene Američke Države
633,Karlos,Kastaneda,1925,Sjedinjene Američke Države
634,Fedor,Dostoevskij,1809,Sjedinjene Američke Države
635,Ekaterina,Flat,1968,Ujedinjeno Kraljevstvo
636,Andrej,Erpilev,1950,Sjedinjene Američke Države
637,Vladimir,Žuhraj,1965,Sjedinjene Američke Države
638,Nikolaj,Svečin,1959,Rusija
639,Saša,Čjornij,1880,Francuska
640,Oleg,Marin,1972,Rusija
641,Arina,Larina,1968,Rusija
642,Aljona,Medvedeva,1968,Rusija
643,Galina,Verbina,1973,Srbija
644,Aleksej,Klimov,1957,Rusija
645,Vasilij,Bikov,1911,Ujedinjeno Kraljevstvo
646,Džodžo,Mojes,1969,Ujedinjeno Kraljevstvo
647,Sergej,Zagorodnikov,1971,Ujedinjeno Kraljevstvo
648,Lili,Ket,1974,Rusija
649,Lilija,Timofeeva,1976,Rusija
650,Eduard,Kravec,1982,Sjedinjene Američke Države
651,Kaleb,Karr,1943,Rusija
652,Anna,Ros,1976,Sjedinjene Američke Države
653,Elizabet,Čedvik,1957,Ujedinjeno Kraljevstvo
654,Petr,Talantov,1976,Ujedinjeno Kraljevstvo
655,Larisa,Surkova,1971,Rusija
656,Sergej,Aksakov,1791,Ruska Imperija
657,Melani,Milbern,1976,Sjedinjene Američke Države
658,Faina,Ranevskaja,1896,Savez Sovjetskih Socijalističkih Republika
659,Žjul,Vern,1828,Francuska
660,Alina,Mustafina,1963,Francuska
661,Artur,Liman,1932,Sjedinjene Američke Države
662,Andrej,Posnjakov,1968,Rusija
663,Stiven,King,1947,Sjedinjene Američke Države
664,Irina,Balašova,1964,Rusija
665,Robert,Hajnlajn,1907,Sjedinjene Američke Države
666,Egor,Košenkov,1973,Rusija
667,Žaklin,Berd,1970,Nemačka
668,Lev,Gumilev,1921,Italija
669,Aleksandra,Marinina,1957,Rusija
670,Evgenij,Lebedev,1963,Rusija
671,Margarita,Južina,1977,Rusija
672,Olesja,Malinskaja,1983,Italija
673,Gregg,Brejden,1954,Rusija
674,Sergej,Tarmašev,1974,Rusija
675,Elias,Kanetti,1905,Ujedinjeno Kraljevstvo
676,Tomas,Gobbs,1588,Kraljevstvo Engleska
677,Aleksej,Mirnij,1941,Srbija
678,Stanislav,Lem,1921,Poljska
679,Viktor,Pelevin,1962,Rusija
680,Olga,Novikova,1970,Poljska
681,Sergej,Stepanov,1962,Ujedinjeno Kraljevstvo
682,Roman,Belocerkovec,1987,Nemačka
683,Aleksej,Perejaslavcev,1957,Italija
684,Valerij,Šambarov,1977,Rusija
685,Elina,Uejnrajt,1949,Poljska
686,Galina,Čub,1989,Francuska
687,Džon,Mitčell,1959,Ujedinjeno Kraljevstvo
688,Tatjana,Zinger,1960,Ujedinjeno Kraljevstvo
689,Jurij,Nikitin,1928,Rusija
690,Vsevolod,Gluhovcev,1961,Rusija
691,Eduard,Bajkov,1958,Rusija
692,Ljubov,Suško,1955,Francuska
693,Erl Stenli,Gardner,1889,Sjedinjene Američke Države
694,Marina,Cvetaeva,1892,Savez Sovjetskih Socijalističkih Republika
695,Anton,Veselov,1931,Rusija
696,Olga,Grejg,1979,Rusija
697,Edvard,Radzinskij,1936,Rusija
698,Nina,Daševskaja,1979,Sjedinjene Američke Države
699,Vera,Čirkova,1978,Srbija
700,Din,Kunc,1945,Sjedinjene Američke Države
701,Evgenij,Suhov,1959,Rusija
702,Ksenija,Baštovaja,1958,Francuska
703,Nadežda,Fedotova,1963,Srbija
704,Kristin,Ališeva,1988,Ujedinjeno Kraljevstvo
705,Natalja,Tutova,1988,Rusija
706,Ekaterina,Kirillova,1973,Belorusija
707,Sergej,Sadov,1975,Rusija
708,Genrih,Gejne,1797,Francuska
709,P.,Kabanov,1945,Rusija
710,Lev,Krajnov,1959,Rusija
711,Sara,Džio,1978,Sjedinjene Američke Države
712,Elena,Nesterina,1951,Poljska
713,Evgenija,Mihajlova,1949,Rusija
714,Sergej,Buzinin,1985,Srbija
715,Maksim,Mernes,1932,Sjedinjene Američke Države
716,Uiljam,Gibson,1938,Sjedinjene Američke Države
717,Džennifer,Skott,1965,Rusija
718,Elena,Skibo,1993,Francuska
719,Džejms,Glik,1980,Sjedinjene Američke Države
720,B.,Fajruzov,1989,Rusija
721,Anton,Čehov,1860,Ruska Imperija
722,Leonid,Andreev,1871,Ruska Imperija
723,Valerij,Brjusov,1873,Savez Sovjetskih Socijalističkih Republika
724,Artur Čarlz,Klark,1917,Ujedinjeno Kraljevstvo
725,Sergej,Kuprijanov,1971,Ujedinjeno Kraljevstvo
726,Ajnur,Safin,1989,Japan
727,Elizaveta,Dvoreckaja,1970,Rusija
728,Aleksandr,Nevzorov,1928,Savez Sovjetskih Socijalističkih Republika
729,Hajdarali,Usmanov,1987,Rusija
730,Marija,Kameneckaja,1967,Francuska
731,Ekaterina,Oksanen,1973,Rusija
732,Valerij,Gusev,1941,Rusija
733,Evgenij,Satanovskij,1983,Ujedinjeno Kraljevstvo
734,Angelina,Sosnovskaja,1957,Rusija
735,Evgenija,Šackaja,1970,Rusija
736,Den,Simmons,1948,Sjedinjene Američke Države
737,Olga,Baskova,1967,Sjedinjene Američke Države
738,Albert,Bajkalov,1952,Srbija
739,Anton,Leontev,1966,Rusija
740,Karina,Pjankova,1978,Sjedinjene Američke Države
741,Andrej,Livadnij,1970,Sjedinjene Američke Države
742,Vitalij,Bianki,1894,Savez Sovjetskih Socijalističkih Republika
743,Irina,Mutovčijskaja,1978,Rusija
744,Ketti,Uiljams,1953,Ujedinjeno Kraljevstvo
745,Patrik Dž.,Holl,1894,Ujedinjeno Kraljevstvo
746,Andrej,Kurpatov,1974,Rusija
747,Tatjana,Devjatova,1966,Sjedinjene Američke Države
748,Džon,Milton,1619,Sjedinjene Američke Države
749,Edgar Allan,Po,1871,Sjedinjene Američke Države
750,Anna,Novikova,1902,Rusija
751,Valerij,Rjazancev,1964,Nemačka
752,Džoanna,Lindsej,1952,Sjedinjene Američke Države
753,Anatolij,Aleksin,1924,Izrael
754,Maksim,Šahov,1976,Sjedinjene Američke Države
755,Maksim,Djurteev,1945,Japan
756,Merilin,Monro,1926,Sjedinjene Američke Države
757,Robert,Holdstok,1948,Ujedinjeno Kraljevstvo
758,Mark,Dovlatov,1959,Rusija
759,Ljudmila,Bolotova,1974,Sjedinjene Američke Države
760,Džoan Ketlin,Rouling,1965,Ujedinjeno Kraljevstvo
761,Mari,Grej,1960,Poljska
762,Džordžija,Birs,1933,Rusija
763,Sergej,Bakšeev,1969,Francuska
764,Filip,Pulman,1946,Ujedinjeno Kraljevstvo
765,Alena,Volgina,1971,Nemačka
766,Zahar,Prilepin,1975,Rusija
767,Tiffani,King,1988,Republika Irska
768,Tina,Blestjaščaja,1971,Sjedinjene Američke Države
769,Holli,Ultrafiolet,1976,Rusija
770,Olga,Gusejnova,1986,Rusija
771,Evgenij,Komarovskij,1960,Ukrajina
772,Jurij,Galenovič,1969,Rusija
773,Miron,Marusič,1987,Rusija
774,Aleksej,Tolpigo,1972,Ujedinjeno Kraljevstvo
775,Andre,Armandi,1934,Sjedinjene Američke Države
776,Vera,Ivanova,1969,Rusija
777,Majja,Gogulan,1980,Rusija
778,Mihail,Gromov,1972,Rusija
779,Petr,Ploskov,1975,Sjedinjene Američke Države
780,Valerij,Andrianov,1984,Rusija
781,Alisa,Lunina,1982,Ujedinjeno Kraljevstvo
782,Mariam,Petrosjan,1969,Jermenija
783,Nina,Demidova,1987,Rusija
784,Aleksandr,Blok,1880,Ruska Sovjetska Federativna Socijalistička Republika
785,Dmitrij,Mariskin,1946,Sjedinjene Američke Države
786,Nikolaj,Ostrovskij,1904,Savez Sovjetskih Socijalističkih Republika
787,Jurij,Arbekov,1982,Ujedinjeno Kraljevstvo
788,Denis,Ševčuk,1966,Srbija
789,Oleg,Kudin,1979,Rusija
790,Irina,Semina,1984,Sjedinjene Američke Države
791,Andrej,Zarin,1862,Savez Sovjetskih Socijalističkih Republika
792,Aleks,Nagornij,1966,Rusija
793,Majkl,Gibni,1989,Francuska
794,Anthony,Trollope,1963,Sjedinjene Američke Države
795,Viktor Mari,Gjugo,1802,Francuska
796,Ketrin,Stothart,1976,Sjedinjene Američke Države
797,Ričard,Artus,1974,Rusija
798,A.,Sinelnikova,1984,Rusija
799,Pamela,Drukerman,1970,Sjedinjene Američke Države
800,Aleksandr,Beljaev,1953,Savez Sovjetskih Socijalističkih Republika
801,Olga,Gron,1988,Francuska
802,Georg,Ajkazuni,1941,Francuska
803,Boris,Akunin,1956,Rusija
804,Aurika,Lukovkina,1951,Nemačka
805,Gerta,Kris,1980,Rusija
806,Čarlz,Martin,1961,Rusija
807,Džon,Flanagan,1971,Nemačka
808,Olga,Solomatina,1962,Rusija
809,Vladimir,Živetin,1978,Rusija
810,Aleksandr,Kropivko,1984,Rusija
811,Uolles,Stegner,1909,Sjedinjene Američke Države
812,Dmitrij,Krasnovodskij,1978,Ujedinjeno Kraljevstvo
813,Konstantin,Kalbazov,1956,Sjedinjene Američke Države
814,Džonatan,Tropper,1970,Sjedinjene Američke Države
815,Vasilij,Golovačev,1929,Poljska
816,Sesilija,Ahern,1981,Republika Irska
817,Aleksej,Pehov,1952,Rusija
818,Evgenij,Primakov,1929,Rusija
819,Andrej,Klimenko,1986,Ukrajina
820,Valentina,Oseeva,1902,Savez Sovjetskih Socijalističkih Republika
821,Anna,Danilova,1989,Srbija
822,Sofja,Benua,1957,Rusija
823,Diana,Bilik,1991,Rusija
824,Jurij,Senkevič,1937,Rusija
825,Elena,Pedčak,1972,Rusija
826,Stanislav,Grimajlo,1971,Rusija
827,Stanislav,Gorobčenko,1973,Italija
828,Nadežda,Domaševa-Samojlenko,1974,Francuska
829,Vladimir,Samojlenko,1967,Sjedinjene Američke Države
830,Vladimir,Atomnij,1966,Ujedinjeno Kraljevstvo
831,Suren,Cormudjan,1986,Rusija
832,Ljudmila,Bojko,1967,Sjedinjene Američke Države
833,Irina,Korsunova,1986,Sjedinjene Američke Države
834,Larisa,Kalugina,1983,Rusija
835,Valentina,Saltikova,1956,Rusija
836,Bill,Naj,1955,Sjedinjene Američke Države
837,Ekaterina,Nevolina,1953,Rusija
838,Aleksej,Tolstoj,1804,Srbija
839,Vjačeslav,Šiškov,1873,Savez Sovjetskih Socijalističkih Republika
840,Džumpa,Lahiri,1967,Sjedinjene Američke Države
841,Gleb,Nosovskij,1973,Sjedinjene Američke Države
842,Anatolij,Fomenko,1945,Rusija
843,Aleksandr,Soročinskij,1984,Sjedinjene Američke Države
844,Majkl,Masmanno,1987,Francuska
845,Vitalij,Protov,1947,Srbija
846,Oskar,Uajld,1854,Republika Irska
847,Enn,Meter,1946,Ujedinjeno Kraljevstvo
848,Ivan,Bunin,1870,Francuska
849,Kun-Suuk,Šin,1985,Nemačka
850,Serge,Petrov,1970,Poljska
851,Meri,Rouč,1959,Sjedinjene Američke Države
852,Sergej,Bikineev,1964,Sjedinjene Američke Države
853,Andrej,Nazarkin,1984,Italija
854,Adam,Robinson,1955,Sjedinjene Američke Države
855,Elizabet,Gilbert,1969,Sjedinjene Američke Države
856,Gerbert,Uells,1866,Ujedinjeno Kraljevstvo
857,Meri,Dodž,1824,Sjedinjene Američke Države
858,Deni,Kollinz,1980,Japan
859,Irina,Glebova,1978,Rusija
860,Viktorija,Kutuzova,1993,Rusija
861,Andrej,Parabellum,1985,Nemačka
862,Gi de,Mopassan,1850,Francuska
863,Džim,Kollinz,1958,Sjedinjene Američke Države
864,Sergej,Filimonov,1959,Belorusija
865,Olga,Volodarskaja,1974,Rusija
866,Anatolij,Lerner,1993,Rusija
867,Evgenij,Žarinov,1954,Rusija
868,Marko,Vovčok,1833,Ruska Imperija
869,Andrej,Platonov,1899,Savez Sovjetskih Socijalističkih Republika
870,Nik,Perumov,1963,Sjedinjene Američke Države
871,Nathaniel,Hawthorne,1978,Rusija
872,Svetlana,Uškova,1989,Rusija
873,Pavel,Astahov,1966,Rusija
874,Marija,Šarapova,1987,Rusija
875,Mihail,Kars,1969,Ujedinjeno Kraljevstvo
876,Ofelija,Stelnikova,1944,Rusija
877,Tatjana,Šahmatova,1990,Rusija
878,Aleksandr,Bronštejn,1970,Rusija
879,Emma,Orczy,1930,Rusija
880,Čuk,Pipov,1949,Rusija
881,Džejms,Bouen,1979,Ujedinjeno Kraljevstvo
882,Inna,Fidjanina-Zubkova,1986,Rusija
883,Aleksandr,Čipižko,1974,Rusija
884,Vladislav,Metreveli,1962,Sjedinjene Američke Države
885,Tatjana,Aljušina,1976,Srbija
886,Jon,Markman,1969,Francuska
887,Martin,Oliver,1965,Sjedinjene Američke Države
888,Stiv,Martin,1945,Sjedinjene Američke Države
889,Dominik,Enrit,1964,Rusija
890,Gaj,Makdonald,1960,Rusija
891,Galina,Gončarova,1990,Rusija
892,Olga,Šamkut,1934,Sjedinjene Američke Države
893,Jurij,Zapevalov,1953,Kanada
894,Saidmurod,Davlatov,1978,Kirgistan
895,Jan,Dikmar,1968,Sjedinjene Američke Države
896,Nina,Zvereva,1952,Rusija
897,Piter,Leranžis,1955,Sjedinjene Američke Države
898,Elena,Rodina,1967,Srbija
899,Valerij,Sirenskij,1968,Italija
900,Petr,Severcev,1993,Ujedinjeno Kraljevstvo
901,Andrej,Mamontov,1988,Sjedinjene Američke Države
902,Aleksej,Rjazancev,1958,Rusija
903,Irina,Krivickaja,1990,Kanada
904,Julija,Raloks,1987,Rusija
905,Irina,Volčok,1967,Rusija
906,Tatjana,Kuper,1971,Rusija
907,Džejms Fenimor,Kuper,1789,Sjedinjene Američke Države
908,Valentina,Skljarenko,1966,Italija
909,Vladimir,Sjadro,1972,Rusija
910,Aleksandr,Grebjonkin,1987,Rusija
911,Grigorij,Kvaša,1982,Sjedinjene Američke Države
912,Anastasija,Markova,1980,Kanada
913,Dmitrij,Lobanov,1987,Sjedinjene Američke Države
914,Vladimir,Fjodorov,1957,Ujedinjeno Kraljevstvo
915,Brjus,Miln,1969,Sjedinjene Američke Države
916,Česli,Sallenberger,1951,Sjedinjene Američke Države
917,Džeffri,Zaslou,1975,Rusija
918,Tatjana,Garmaš-Roffe,1971,Ujedinjeno Kraljevstvo
919,Katerina,Poljanskaja,1962,Sjedinjene Američke Države
920,Ivan,Krilov,1996,Nemačka
921,Denis,Burmistrov,1978,Ujedinjeno Kraljevstvo
922,Jan,Valetov,1981,Poljska
923,Olga,Panova,1979,Kanada
924,Vladimir,Koloskov,1954,Rusija
925,Kara,Kolter,1981,Rusija
926,Aleksandr,Tutov,1977,Rusija
927,Džulija,Garvud,1956,Sjedinjene Američke Države
928,Aleksandr,Mazin,1956,Nemačka
929,Elena,Brovko,1917,Savez Sovjetskih Socijalističkih Republika
930,Ivan,Surikov,1957,Francuska
931,Aleksandr,Buškov,1972,Sjedinjene Američke Države
932,Andrej,Butorin,1966,Rusija
933,V.,Amosov,1958,Ujedinjeno Kraljevstvo
934,Gleb,Černigovcev,1974,Sjedinjene Američke Države
935,Čarlz,Dikkens,1812,Ujedinjeno Kraljevstvo Velike Britanije i Irske
936,Loret Enn,Uajt,1962,Francuska
937,Aleksej,Pisemskij,1820,Ruska Imperija
938,Džon,Maverik,1973,Ujedinjeno Kraljevstvo
939,Stella,Perales,1934,Sjedinjene Američke Države
940,Andrej,Nevskij,1993,Rusija
941,Feliks,Kirsanov,1972,Poljska
942,San,Lajt,1964,Rusija
943,Aleksandra,Alma,1967,Ujedinjeno Kraljevstvo
944,Vladimir,Kučerenko,1936,Rusija
945,Irina,Lis,1972,Rusija
946,Denis,Novožilov,1957,Sjedinjene Američke Države
947,Eduard,Topol,1942,Italija
948,Hanna,Dževell,1991,Sjedinjene Američke Države
949,Džoel Čendler,Harris,1848,Sjedinjene Američke Države
950,Andrej,Dejneka,1983,Rusija
951,Kim,Robinson,1952,Sjedinjene Američke Države
952,Viktorija,Miš,1992,Ujedinjeno Kraljevstvo
953,Garold,Lemb,1892,Sjedinjene Američke Države
954,Sjuzen,Viggs,1976,Italija
955,Semen,Juškevič,1870,Rusija
956,Vlas,Doroševič,1864,Ruska Sovjetska Federativna Socijalistička Republika
957,Džerom,Džerom,1859,Ujedinjeno Kraljevstvo Velike Britanije i Irske
958,Efim,Zozulja,1891,Savez Sovjetskih Socijalističkih Republika
959,Enni,Uest,1980,Francuska
960,Nurali,Latipov,1954,Rusija
961,Ismagil,Šangareev,1988,Ujedinjeno Kraljevstvo
962,Kirill,Kazancev,1961,Ujedinjeno Kraljevstvo
963,Ivan,Ohlobistin,1966,Rusija
964,Olja,Škarupič,1980,Rusija
965,Nikolaj,Fedorov,1856,Rusija
966,Ekaterina,Fedorova,1986,Nemačka
967,Vendi,Mougel,2000,Sjedinjene Američke Države
968,Natalja,Rezanova,1957,Srbija
969,Aleksej,Evtušenko,1945,Kanada
970,Evgenija,Dergejm,1971,Ujedinjeno Kraljevstvo
971,Galina,Abramova,1987,Francuska
972,Tamara,Ruckaja,1983,Ujedinjeno Kraljevstvo
973,Pol,Bregg,1960,Rusija
974,Patricija,Bregg,1929,Sjedinjene Američke Države
975,Natalja,Vetrova,1980,Italija
976,Sergej,Bogatij,1991,Sjedinjene Američke Države
977,Mihail,Lermontov,1814,Ruska Imperija
978,Vasilij,Terehov,1974,Nemačka
979,Džejms R.,Tak,1982,Rusija
980,Oliver,Saks,1933,Ujedinjeno Kraljevstvo
981,Gennadij,Miroljubov,1985,Rusija
982,Edgar,Uolles,1875,Ujedinjeno Kraljevstvo
983,Vjačeslav,Mironov,1946,Rusija
984,Nikki,Logan,1961,Rusija
985,Galina,Parusova,1988,Sjedinjene Američke Države
986,Majkl,Kanningem,1952,Sjedinjene Američke Države
987,Igor,Rodin,1957,Sjedinjene Američke Države
988,Erin,Morgenštern,1978,Sjedinjene Američke Države
989,Mardži,Fillin,1976,Ujedinjeno Kraljevstvo
990,Sandra,Hjatt,1955,Ujedinjeno Kraljevstvo
991,Kler,Barker,1988,Sjedinjene Američke Države
992,Eduard,Limonov,1943,Francuska
993,Andžej,Sapkovskij,1948,Poljska
994,Pola,Grejvs,1974,Rusija
995,Bernar,Verber,1961,Francuska
996,Konstantin,Terehin,1987,Rusija
997,Sergej,Vatutin,1960,Rusija
998,Andrej,Belov,1978,Srbija
999,Marina,Surževskaja,1964,Francuska
1000,Svetlana,Šiškova,1988,Ujedinjeno Kraljevstvo
1001,Mihail,Prišvin,1873,Savez Sovjetskih Socijalističkih Republika
1002,Ekaterina,Riz,1987,Sjedinjene Američke Države
1003,Vasilij,Žukovskij,1783,Ruska Imperija
1004,Ella,Vjunše,1981,Rusija
1005,Henrik,Fekseus,1973,Italija
1006,Džejn,Porter,1965,Rusija
1007,Alisa,Majer,1994,Rusija
1008,Gans,Andersen,1803,Rusija
1009,Govard,Lavkraft,1890,Sjedinjene Američke Države
1010,Olga,Fomina,1959,Nemačka
1011,Vlad,Rivlin,1952,Sjedinjene Američke Države
1012,Pavel,Florenskij,1949,Rusija
1013,Iohanes,Frissner,1912,Ujedinjeno Kraljevstvo
1014,Aleksandra,Soboleva,1952,Sjedinjene Američke Države
1015,Ekaterina,Pečak,1976,Rusija
1016,Rovena,Koulman,1972,Francuska
1017,Taisija,Tihaja,1992,Sjedinjene Američke Države
1018,Jurij,Vorobevskij,1972,Rusija
1019,Gjunter,Prin,1908,Njemački rajh
1020,Sergej,Balenko,1966,Sjedinjene Američke Države
1021,Nikolaj,Djačuk,1984,Rusija
1022,Džennifer,Makmahon,1964,Nemačka
1023,Hifzurahman,Seoharvi,1944,Sjedinjene Američke Države
1024,Vladimir,Solovev,1966,Ruska Imperija
1025,Konstantin,Ušinskij,1823,Ruska Imperija
1026,Konstantin,Paustovskij,1892,Savez Sovjetskih Socijalističkih Republika
1027,Nikolaj,Sladkov,1994,Rusija
1028,Gennadij,Snegirev,1973,Italija
1029,Nikolaj,Sklifosovskij,1836,Ruska Imperija
1030,Julija,Šoloh,1958,Rusija
1031,Villem Frederik,Hermans,1921,Kraljevina Holandija
1032,Evgenija,Safonova,1982,Rusija
1033,Evgenij,Gagloev,1978,Rusija
1034,Sergej,Korž,1989,Srbija
1035,Igor,Severjanin,1887,Estonija
1036,Glen,Kuk,1944,Sjedinjene Američke Države
1037,Piter,Uotts,1958,Kanada
1038,Boris,Polomošnov,1985,Ujedinjeno Kraljevstvo
1039,Petr,Kolomejcev,1969,Sjedinjene Američke Države
1040,Ron,Makmillan,1958,Ujedinjeno Kraljevstvo
1041,El,Svitcler,1987,Italija
1042,Džozef,Grenni,1976,Rusija
1043,Kerri,Paterson,1973,Rusija
1044,Mihail,Arcibašev,1878,Ruska Imperija
1045,Enn,Odel,1964,Ujedinjeno Kraljevstvo
1046,Nikolaj,Luginov,1982,Nemačka
1047,Dmitrij,Daško,1978,Rusija
1048,Evgenij,Šalašov,1970,Rusija
1049,Igor,Smirnov,1966,Rusija
1050,Alisa,Karimova,1968,Rusija
1051,Oleg,Kinčin,1980,Rusija
1052,Džennifer,Fej,1990,Poljska
1053,Nikolaj,Zvonarev,1983,Rusija
1054,Robert,Manč,1933,Rusija
1055,Šarlotta,Fillips,1989,Rusija
1056,Elena,Rejn,1979,Sjedinjene Američke Države
1057,Nataša,Markovič,1976,Srbija
1058,Irina,Ščeglova,1951,Rusija
1059,Larisa,Parfenteva,1967,Francuska
1060,Dženni,Lukas,1983,Sjedinjene Američke Države
1061,Igor,Prokopenko,1965,Rusija
1062,Nikita,Maklahov,1963,Rusija
1063,Dmitrij,Sillov,1970,Rusija
1064,Majkl,Bond,1926,Ujedinjeno Kraljevstvo
1065,Andrej,Kruz,1965,Španija
1066,Stanislav,Coj,1953,Rusija
1067,Aleksandr,Gercen,1812,Švajcarska
1068,Lusi,Karter,1983,Rusija
1069,Jun,Lindkvist,1968,Švedska
1070,Viktorija,Svobodina,1962,Ujedinjeno Kraljevstvo
1071,Ilja,Ilf,1897,Savez Sovjetskih Socijalističkih Republika
1072,Evgenij,Petrov,1886,Ujedinjeno Kraljevstvo
1073,Irina,Lilenko-Karelina,1952,Rusija
1074,Lev,Kliot,1992,Rusija
1075,Olga,Lukas,1979,Rusija
1076,Aleksandr,Kanevskij,1923,Savez Sovjetskih Socijalističkih Republika
1077,Natalja,Kotova,1940,Ujedinjeno Kraljevstvo
1078,Aleksej,Glušanovskij,1981,Rusija
1079,Jukio,Misima,1925,Japan
1080,Majja,Kučerskaja,1970,Rusija
1081,Sergej,Bulgakov,1871,Rusija
1082,Marija,Semjonova,1958,Rusija
1083,Džerald,Darrell,1925,Ujedinjeno Kraljevstvo
1084,Konstantin,Golubev,1896,Savez Sovjetskih Socijalističkih Republika
1085,Marina,Golubeva,1990,Sjedinjene Američke Države
1086,Kirill,Jurčenko,1972,Ujedinjeno Kraljevstvo
1087,Andrej,Burcev,1974,Ujedinjeno Kraljevstvo
1088,I.,Skazitel,1985,Kanada
1089,Sergej,Donskoj,1968,Rusija
1090,protoierej Andrej,Lorgus,1964,Francuska
1091,Mišel,Konder,1974,Rusija
1092,Marsel,Prust,1871,Francuska
1093,Anastasija,Akulova,1939,Sjedinjene Američke Države
1094,Julija,Voznesenskaja,1940,Savez Sovjetskih Socijalističkih Republika
1095,Ekaterina,Roždestvenskaja,1957,Rusija
1096,Franc,Kafka,1883,Čehoslovačka
1097,Čip,Hiz,1963,Nemačka
1098,Den,Hiz,1973,Sjedinjene Američke Države
1099,Elena,Vos,1957,Nemačka
1100,Tom,Mitčell,1989,Ujedinjeno Kraljevstvo
1101,Evgenij,Belogorskij,1962,Sjedinjene Američke Države
1102,Georgij,Savickij,1971,Poljska
1103,Nikodim,Svjatogorec,1749,Grčka
1104,Marija,Bistrova,1964,Rusija
1105,Anton,Rodionov,1990,Belorusija
1106,Aleksandr,Mjasnikov,1886,Savez Sovjetskih Socijalističkih Republika
1107,Olga,Demičeva,1988,Rusija
1108,Aleksej,Paramonov,1925,Rusija
1109,Ilja,Smitienko,1975,Rusija
1110,Žorž,Sand,1804,Francuska
1111,Rafael,Grugman,1960,Sjedinjene Američke Države
1112,Al,Kudrjašov,1971,Rusija
1113,Elena,Rihalskaja,1978,Sjedinjene Američke Države
1114,Nikolaj,Karamzin,1766,Ruska Imperija
1115,Oksana,Semik,1946,Rusija
1116,Ma,Czičun,1971,Rusija
